Data Statistik Produksi Perikanan Perikanan Tangkap Perairan Darat
Tahun,Provinsi,Kabupaten/Kota,Jenis Perairan,Jenis Kapal,Jenis Alat Tangkap,Kelompok,Volume Produksi (Ton),Nilai Produksi (Rp 000)
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,DEPIK,12.56,2009280
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,GABUS,0.43,21400
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,KENDIA,2.57,153900
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,LELE,0.86,51360
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,MAS,1.88,121480
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,NILA,23.94,658295
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,NILEM,2.57,51300
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,SELUANG,73.95,1774752
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN BERPERAHU,SEMAH,0.86,171200
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN TANCAP,NILA,166.97,3756892
2023,ACEH,ACEH TENGAH,DANAU,PTM,BAGAN TANCAP,NILEM,1.69,33740
2023,ACEH,ACEH TENGAH,DANAU,PTM,BUBU,GABUS,0.03,1650
2023,ACEH,ACEH TENGAH,DANAU,PTM,BUBU,KENDIA,0.07,4020
2023,ACEH,ACEH TENGAH,DANAU,PTM,BUBU,LELE,0.04,2400
2023,ACEH,ACEH TENGAH,DANAU,PTM,BUBU,LOBSTER TAWAR,16.09,675654
2023,ACEH,ACEH TENGAH,DANAU,PTM,BUBU,MAS,0.03,2040
2023,ACEH,ACEH TENGAH,DANAU,PTM,BUBU,NILEM,0.03,680
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",DEPIK,0.32,51040
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",KENDIA,1.13,67620
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",MAS,4.94,332600
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILA,34.10,877062
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,2.09,41880
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",SELUANG,4.03,96816
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",SEMAH,0.16,31800
2023,ACEH,ACEH TENGAH,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",TAWES,0.03,1500
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,KENDIA,0.03,1560
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,MAS,0.06,5120
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,NILA,0.56,12845
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,NILEM,0.01,200
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,SELUANG,0.02,384
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,GABUS,0.54,27000
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,KENDIA,0.04,2400
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,MAS,0.26,20640
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,NILA,1.13,26028
2023,ACEH,ACEH TENGAH,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,NILEM,0.04,800
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,GABUS,0.43,21300
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,KENDIA,0.57,34140
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,LELE,0.42,25260
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,LOBSTER TAWAR,0.11,4662
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,NILA,0.16,3555
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,NILEM,0.47,9380
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,SELUANG,0.38,9216
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,SEMAH,2.24,447400
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,JALA TEBAR,TAWES,0.79,39450
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,GABUS,0.07,3500
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,KENDIA,0.15,8820
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,LELE,0.06,3660
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,NILA,0.26,6162
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,NILEM,0.18,3620
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,SELUANG,0.04,1032
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,SEMAH,0.71,141600
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,SIDAT,0.31,62600
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PANCING BERJORAN,TAWES,0.17,8250
2023,ACEH,ACEH TENGAH,SUNGAI,NTP,PENGGARUK TANPA KAPAL,REMIS,0.16,2370
2023,ACEH,ACEH TENGGARA,SUNGAI,MT_0005,JALA TEBAR,BAUNG,6.35,508000
2023,ACEH,ACEH TENGGARA,SUNGAI,MT_0005,JALA TEBAR,SEPAT,1.38,186705
2023,ACEH,ACEH TENGGARA,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",BAUNG,5.99,478880
2023,ACEH,ACEH TENGGARA,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,1.32,177930
2023,ACEH,ACEH TENGGARA,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SIDAT,0.34,37400
2023,ACEH,ACEH UTARA,SUNGAI,NTP,BUBU,KACI-KACI,0.30,16500
2023,ACEH,ACEH UTARA,SUNGAI,NTP,BUBU,KAKAP,0.83,46950
2023,ACEH,ACEH UTARA,SUNGAI,NTP,BUBU,KEPITING,1.75,104700
2023,ACEH,ACEH UTARA,SUNGAI,NTP,BUBU,MUJAIR,1.35,40350
2023,ACEH,ACEH UTARA,SUNGAI,NTP,BUBU,SEMBILANG,0.66,29700
2023,ACEH,ACEH UTARA,SUNGAI,PTM,JALA TEBAR,BANDENG,1.80,63000
2023,ACEH,ACEH UTARA,SUNGAI,PTM,JALA TEBAR,BELANAK,2.97,29730
2023,ACEH,ACEH UTARA,SUNGAI,PTM,JALA TEBAR,KACI-KACI,0.35,18975
2023,ACEH,ACEH UTARA,SUNGAI,PTM,JALA TEBAR,KAKAP,1.58,90120
2023,ACEH,ACEH UTARA,SUNGAI,PTM,JALA TEBAR,MUJAIR,2.81,84300
2023,ACEH,ACEH UTARA,SUNGAI,PTM,JALA TEBAR,SEMBILANG,0.58,25875
2023,ACEH,ACEH UTARA,SUNGAI,PTM,JALA TEBAR,UDANG,3.01,247200
2023,ACEH,BENER MERIAH,SUNGAI,PTM,BUBU,SEPAT,0.47,46800
2023,ACEH,BENER MERIAH,SUNGAI,PTM,JALA TEBAR,SEPAT,0.56,56400
2023,ACEH,BENER MERIAH,SUNGAI,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SEPAT,0.75,75000
2023,ACEH,BENER MERIAH,SUNGAI,PTM,PANCING BERJORAN,SEPAT,0.49,49000
2023,ACEH,BIREUEN,RAWA,NTP,BUBU,GABUS,0.16,2720
2023,ACEH,BIREUEN,RAWA,NTP,BUBU,LELE,0.14,2880
2023,ACEH,BIREUEN,RAWA,NTP,BUBU,NILA,0.04,630
2023,ACEH,BIREUEN,RAWA,NTP,BUBU,SEPAT,0.06,882
2023,ACEH,BIREUEN,RAWA,NTP,JARING INSANG BERPANCANG,GABUS,0.16,2669
2023,ACEH,BIREUEN,RAWA,NTP,JARING INSANG BERPANCANG,LELE,0.14,2760
2023,ACEH,BIREUEN,RAWA,NTP,JARING INSANG BERPANCANG,NILA,0.04,630
2023,ACEH,BIREUEN,RAWA,NTP,JARING INSANG BERPANCANG,SEPAT,0.06,784
2023,ACEH,BIREUEN,SUNGAI,NTP,ANCO,BELANAK,0.06,570
2023,ACEH,BIREUEN,SUNGAI,NTP,ANCO,TEMBANG,0.05,795
2023,ACEH,BIREUEN,SUNGAI,NTP,ANCO,TERI,0.06,1830
2023,ACEH,BIREUEN,SUNGAI,NTP,ANCO,UDANG,0.12,3260
2023,ACEH,BIREUEN,SUNGAI,NTP,"BARRIERS, FENCES, WEIRS, SERO",BELANAK,0.06,570
2023,ACEH,BIREUEN,SUNGAI,NTP,"BARRIERS, FENCES, WEIRS, SERO",MUJAIR,0.06,960
2023,ACEH,BIREUEN,SUNGAI,NTP,"BARRIERS, FENCES, WEIRS, SERO",UDANG,0.21,9195
2023,ACEH,BIREUEN,SUNGAI,NTP,BUBU,GABUS,0.11,1998
2023,ACEH,BIREUEN,SUNGAI,NTP,BUBU,LELE,0.08,1620
2023,ACEH,BIREUEN,SUNGAI,NTP,BUBU,NILA,0.04,722
2023,ACEH,BIREUEN,SUNGAI,NTP,BUBU,SEMAH,0.13,2261
2023,ACEH,BIREUEN,SUNGAI,NTP,BUBU,SEPAT,0.06,930
2023,ACEH,BIREUEN,SUNGAI,NTP,JALA TEBAR,GABUS,0.13,2286
2023,ACEH,BIREUEN,SUNGAI,NTP,JALA TEBAR,LELE,0.11,2260
2023,ACEH,BIREUEN,SUNGAI,NTP,JALA TEBAR,NILA,0.05,988
2023,ACEH,BIREUEN,SUNGAI,NTP,JALA TEBAR,SEMAH,0.32,5355
2023,ACEH,BIREUEN,SUNGAI,NTP,JALA TEBAR,SEPAT,0.12,1755
2023,ACEH,BIREUEN,SUNGAI,NTP,JARING INSANG BERPANCANG,GABUS,0.11,1980
2023,ACEH,BIREUEN,SUNGAI,NTP,JARING INSANG BERPANCANG,LELE,0.09,1740
2023,ACEH,BIREUEN,SUNGAI,NTP,JARING INSANG BERPANCANG,NILA,0.04,836
2023,ACEH,BIREUEN,SUNGAI,NTP,JARING INSANG BERPANCANG,SEMAH,0.13,2193
2023,ACEH,BIREUEN,SUNGAI,NTP,JARING INSANG BERPANCANG,SEPAT,0.06,870
2023,ACEH,BIREUEN,WADUK,NTP,BUBU,GABUS,0.14,2520
2023,ACEH,BIREUEN,WADUK,NTP,BUBU,LELE,0.13,2520
2023,ACEH,BIREUEN,WADUK,NTP,BUBU,NILA,0.04,779
2023,ACEH,BIREUEN,WADUK,NTP,BUBU,SEPAT,0.10,1440
2023,ACEH,BIREUEN,WADUK,NTP,JALA TEBAR,GABUS,0.31,5562
2023,ACEH,BIREUEN,WADUK,NTP,JALA TEBAR,LELE,0.16,3160
2023,ACEH,BIREUEN,WADUK,NTP,JALA TEBAR,NILA,0.04,836
2023,ACEH,BIREUEN,WADUK,NTP,JALA TEBAR,SEPAT,0.09,1320
2023,ACEH,BIREUEN,WADUK,NTP,JARING INSANG BERPANCANG,GABUS,0.16,2862
2023,ACEH,BIREUEN,WADUK,NTP,JARING INSANG BERPANCANG,LELE,0.14,2820
2023,ACEH,BIREUEN,WADUK,NTP,JARING INSANG BERPANCANG,NILA,0.04,722
2023,ACEH,BIREUEN,WADUK,NTP,JARING INSANG BERPANCANG,SEPAT,0.08,1200
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,ANCO,BARBUS,0.49,21125
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,ANCO,BAUNG,0.21,8200
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,ANCO,BELUT LAUT,0.01,640
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,ANCO,NILEM,0.12,5445
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,ANCO,SEMAH,0.14,34000
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,ANCO,TAWES,0.39,15520
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,BUBU,BARBUS,0.50,21110
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,BUBU,BAUNG,0.25,10160
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,BUBU,BELUT LAUT,0.01,720
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,BUBU,NILEM,0.20,9090
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,BUBU,SEMAH,0.25,63500
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,BUBU,SIDAT,0.04,8750
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,BUBU,TAWES,0.23,9240
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JALA TEBAR,BARBUS,1.16,49130
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JALA TEBAR,BAUNG,0.46,18520
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JALA TEBAR,BELUT LAUT,0.34,25740
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JALA TEBAR,NILEM,0.43,19485
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JALA TEBAR,SEMAH,0.92,230750
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JALA TEBAR,SIDAT,0.01,2250
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JALA TEBAR,TAWES,0.55,23185
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JARING INSANG BERPANCANG,BARBUS,0.30,12610
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JARING INSANG BERPANCANG,BAUNG,0.10,3960
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JARING INSANG BERPANCANG,BELUT LAUT,0.01,400
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JARING INSANG BERPANCANG,NILEM,0.19,8505
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JARING INSANG BERPANCANG,SEMAH,0.19,46750
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,JARING INSANG BERPANCANG,TAWES,0.22,8760
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BARBUS,0.32,13550
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BAUNG,0.13,5000
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BELUT LAUT,0.15,11025
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILEM,0.14,6075
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SEMAH,0.29,72500
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TAWES,0.14,6075
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING BERJORAN,BARBUS,0.48,20570
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING BERJORAN,BAUNG,0.25,9920
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING BERJORAN,BELUT LAUT,0.00,240
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING BERJORAN,NILEM,0.20,9045
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING BERJORAN,SEMAH,0.21,52250
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING BERJORAN,SIDAT,0.59,51260
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING BERJORAN,TAWES,0.41,16480
2023,ACEH,GAYO LUES,SUNGAI,MT_0005,PANCING ULUR,SIDAT,0.04,9750
2023,ACEH,GAYO LUES,SUNGAI,NTP,ANCO,BARBUS,0.20,8465
2023,ACEH,GAYO LUES,SUNGAI,NTP,ANCO,BAUNG,0.07,2680
2023,ACEH,GAYO LUES,SUNGAI,NTP,ANCO,BELUT LAUT,0.00,240
2023,ACEH,GAYO LUES,SUNGAI,NTP,ANCO,NILEM,0.10,4590
2023,ACEH,GAYO LUES,SUNGAI,NTP,ANCO,SEMAH,0.08,19250
2023,ACEH,GAYO LUES,SUNGAI,NTP,ANCO,TAWES,0.11,4440
2023,ACEH,GAYO LUES,SUNGAI,NTP,BUBU,BARBUS,0.30,12660
2023,ACEH,GAYO LUES,SUNGAI,NTP,BUBU,BAUNG,0.15,5880
2023,ACEH,GAYO LUES,SUNGAI,NTP,BUBU,BELUT LAUT,0.01,560
2023,ACEH,GAYO LUES,SUNGAI,NTP,BUBU,NILEM,0.13,6030
2023,ACEH,GAYO LUES,SUNGAI,NTP,BUBU,SEMAH,0.14,34250
2023,ACEH,GAYO LUES,SUNGAI,NTP,BUBU,SIDAT,0.04,9000
2023,ACEH,GAYO LUES,SUNGAI,NTP,BUBU,TAWES,0.15,5920
2023,ACEH,GAYO LUES,SUNGAI,NTP,JALA TEBAR,BARBUS,0.44,18695
2023,ACEH,GAYO LUES,SUNGAI,NTP,JALA TEBAR,BAUNG,0.22,8720
2023,ACEH,GAYO LUES,SUNGAI,NTP,JALA TEBAR,BELUT LAUT,0.15,11260
2023,ACEH,GAYO LUES,SUNGAI,NTP,JALA TEBAR,NILEM,0.21,9270
2023,ACEH,GAYO LUES,SUNGAI,NTP,JALA TEBAR,SEMAH,0.45,112000
2023,ACEH,GAYO LUES,SUNGAI,NTP,JALA TEBAR,SIDAT,0.01,3000
2023,ACEH,GAYO LUES,SUNGAI,NTP,JALA TEBAR,TAWES,0.21,9130
2023,ACEH,GAYO LUES,SUNGAI,NTP,JARING INSANG BERPANCANG,BARBUS,0.19,8185
2023,ACEH,GAYO LUES,SUNGAI,NTP,JARING INSANG BERPANCANG,BAUNG,0.04,1720
2023,ACEH,GAYO LUES,SUNGAI,NTP,JARING INSANG BERPANCANG,BELUT LAUT,0.01,640
2023,ACEH,GAYO LUES,SUNGAI,NTP,JARING INSANG BERPANCANG,NILEM,0.08,3375
2023,ACEH,GAYO LUES,SUNGAI,NTP,JARING INSANG BERPANCANG,SEMAH,0.09,21250
2023,ACEH,GAYO LUES,SUNGAI,NTP,JARING INSANG BERPANCANG,SIDAT,0.01,3000
2023,ACEH,GAYO LUES,SUNGAI,NTP,JARING INSANG BERPANCANG,TAWES,0.08,3040
2023,ACEH,GAYO LUES,SUNGAI,NTP,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BARBUS,0.46,19275
2023,ACEH,GAYO LUES,SUNGAI,NTP,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BAUNG,0.26,10280
2023,ACEH,GAYO LUES,SUNGAI,NTP,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BELUT LAUT,0.14,10800
2023,ACEH,GAYO LUES,SUNGAI,NTP,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILEM,0.19,8325
2023,ACEH,GAYO LUES,SUNGAI,NTP,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SEMAH,0.57,141250
2023,ACEH,GAYO LUES,SUNGAI,NTP,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TAWES,0.38,17100
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING BERJORAN,BARBUS,0.27,11605
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING BERJORAN,BAUNG,0.12,4760
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING BERJORAN,BELUT LAUT,0.00,80
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING BERJORAN,NILEM,0.06,2835
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING BERJORAN,SEMAH,0.13,31500
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING BERJORAN,SIDAT,0.37,30620
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING BERJORAN,TAWES,0.15,6160
2023,ACEH,GAYO LUES,SUNGAI,NTP,PANCING ULUR,SIDAT,0.01,3000
2023,ACEH,KOTA SABANG,DANAU,NTP,JALA TEBAR,MUJAIR,0.84,21050
2023,ACEH,KOTA SABANG,DANAU,NTP,JALA TEBAR,NILA,1.04,25875
2023,ACEH,KOTA SABANG,DANAU,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",GURAMI,0.93,27900
2023,ACEH,KOTA SABANG,DANAU,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",MUJAIR,2.75,61800
2023,ACEH,KOTA SABANG,DANAU,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILA,3.83,80135
2023,ACEH,KOTA SABANG,DANAU,PTM,JARING INSANG LINGKAR,MUJAIR,11.07,276750
2023,ACEH,KOTA SABANG,DANAU,PTM,JARING INSANG LINGKAR,NILA,11.30,282600
2023,ACEH,KOTA SABANG,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GURAMI,6.90,207000
2023,ACEH,KOTA SABANG,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",MUJAIR,6.20,93000
2023,ACEH,KOTA SABANG,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILA,13.09,196350
2023,ACEH,KOTA SABANG,DANAU,PTM,PANCING ULUR,MUJAIR,9.04,226100
2023,ACEH,KOTA SABANG,WADUK,PTM,JALA TEBAR,GABUS,2.27,113550
2023,ACEH,KOTA SABANG,WADUK,PTM,JALA TEBAR,GURAMI,0.22,6600
2023,ACEH,KOTA SABANG,WADUK,PTM,JALA TEBAR,MUJAIR,0.60,12975
2023,ACEH,KOTA SABANG,WADUK,PTM,JALA TEBAR,NILA,1.50,33480
2023,ACEH,KOTA SABANG,WADUK,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",GURAMI,7.18,215400
2023,ACEH,KOTA SABANG,WADUK,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",MUJAIR,11.82,212650
2023,ACEH,KOTA SABANG,WADUK,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILA,18.39,331225
2023,ACEH,KOTA SUBULUSSALAM,RAWA,PTM,BUBU,BELUT TAWAR,14.86,520205
2023,ACEH,KOTA SUBULUSSALAM,RAWA,PTM,BUBU,GABUS,7.69,192150
2023,ACEH,KOTA SUBULUSSALAM,RAWA,PTM,BUBU,LELE,15.24,762050
2023,ACEH,KOTA SUBULUSSALAM,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",BAUNG,8.82,396720
2023,ACEH,KOTA SUBULUSSALAM,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,2.12,53025
2023,ACEH,KOTA SUBULUSSALAM,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",LELE,3.03,151250
2023,ACEH,KOTA SUBULUSSALAM,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",PATIN,5.91,118200
2023,ACEH,KOTA SUBULUSSALAM,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",SEMAH,4.78,119525
2023,ACEH,KOTA SUBULUSSALAM,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",TAWES,9.20,156434
2023,ACEH,NAGAN RAYA,DANAU,PTM,BUBU,LELE,3.55,284080
2023,ACEH,NAGAN RAYA,DANAU,PTM,BUBU,NILEM,2.31,69330
2023,ACEH,NAGAN RAYA,DANAU,PTM,BUBU,PATIN,0.13,2500
2023,ACEH,NAGAN RAYA,DANAU,PTM,BUBU,SEPAT,1.32,26360
2023,ACEH,NAGAN RAYA,DANAU,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILA,4.86,169925
2023,ACEH,NAGAN RAYA,DANAU,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILEM,2.75,82380
2023,ACEH,NAGAN RAYA,DANAU,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SEPAT,0.87,17340
2023,ACEH,NAGAN RAYA,DANAU,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TAWES,2.15,64410
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,BUBU,BAUNG,0.33,9870
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,BUBU,GABUS,2.76,110480
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,BUBU,LELE,15.25,1219920
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,BUBU,NILEM,4.38,131400
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,BUBU,PATIN,3.23,64600
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,BUBU,SEPAT,3.16,63200
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,BUBU,TAWES,0.56,16770
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,NILA,33.73,1180480
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,NILEM,21.22,636720
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,PATIN,5.64,112760
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,JALA TEBAR,TAWES,7.65,267610
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,GABUS,53.78,2151120
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,NILA,55.55,1944390
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,PATIN,21.52,430400
2023,ACEH,NAGAN RAYA,GENANGAN AIR LAINNYA,NTP,PANCING BERJORAN,TAWES,10.15,304500
2023,ACEH,NAGAN RAYA,RAWA,NTP,BUBU,BELUT TAWAR,1.03,56760
2023,ACEH,NAGAN RAYA,RAWA,NTP,BUBU,GABUS,47.77,1910760
2023,ACEH,NAGAN RAYA,RAWA,NTP,BUBU,LELE,30.02,2401760
2023,ACEH,NAGAN RAYA,RAWA,NTP,BUBU,PATIN,18.52,370440
2023,ACEH,NAGAN RAYA,RAWA,NTP,BUBU,SEPAT,5.17,103400
2023,ACEH,NAGAN RAYA,RAWA,NTP,BUBU,TAWES,15.03,450930
2023,ACEH,NAGAN RAYA,RAWA,NTP,BUBU,UDANG,4.64,162260
2023,ACEH,NAGAN RAYA,RAWA,NTP,JALA TEBAR,GABUS,15.98,639200
2023,ACEH,NAGAN RAYA,RAWA,NTP,JALA TEBAR,NILEM,18.34,550200
2023,ACEH,NAGAN RAYA,RAWA,NTP,JALA TEBAR,PATIN,10.86,217140
2023,ACEH,NAGAN RAYA,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",BAUNG,7.19,215730
2023,ACEH,NAGAN RAYA,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,8.90,267060
