Data Statistik Produksi Perikanan Budi Daya Ikan Hias
Tahun,Provinsi,Kabupaten/Kota,Kelompok Ikan,Jenis Ikan Hias,Volume Produksi (Ekor),Nilai Produksi (Rp Juta)
2020,JAWA TIMUR,KEDIRI,ANGELFISH,Ikan Hias Air Tawar,6719000,4031400000
2020,JAWA TIMUR,KEDIRI,CUPANG,Ikan Hias Air Tawar,110531150,49739017500
2020,JAWA TIMUR,KEDIRI,GUPI,Ikan Hias Air Tawar,7285400,2914160000
2020,JAWA TIMUR,KEDIRI,IKAN UDANG,Ikan Hias Air Tawar,2150000,2150000000
2020,JAWA TIMUR,KEDIRI,KEPE-KEPE,Ikan Hias Air Tawar,2710,8130000
2020,JAWA TIMUR,KEDIRI,KOKI,Ikan Hias Air Tawar,3313000,1490850000
2020,JAWA TIMUR,KEDIRI,KOMET,Ikan Hias Air Tawar,78321265,31328506000
2020,JAWA TIMUR,KEDIRI,LELE,Ikan Hias Air Tawar,600000,150000000
2020,JAWA TIMUR,KEDIRI,LOHAN,Ikan Hias Air Tawar,2475,49500000
2020,JAWA TIMUR,KEDIRI,MAS,Ikan Hias Air Tawar,72159000,288636000000
2020,JAWA TIMUR,KEDIRI,MOLI,Ikan Hias Air Tawar,8527000,2131750000
2020,JAWA TIMUR,KEDIRI,OSKAR,Ikan Hias Air Tawar,390000,468000000
2020,JAWA TIMUR,KEDIRI,PLATI,Ikan Hias Air Tawar,24925000,6231250000
2020,JAWA TIMUR,KEDIRI,TETRA,Ikan Hias Air Tawar,3394000,1357600000
2020,JAWA TIMUR,KOTA BATU,CUPANG,Ikan Hias Air Tawar,5781,289050000
2020,JAWA TIMUR,KOTA BATU,KOKI,Ikan Hias Air Tawar,308,6160000
2020,JAWA TIMUR,KOTA BATU,KOMET,Ikan Hias Air Tawar,1202,24040000
2020,JAWA TIMUR,KOTA BATU,MAS,Ikan Hias Air Tawar,1769,176900000
2020,JAWA TIMUR,KOTA BLITAR,ANGELFISH,Ikan Hias Air Tawar,1027406,3082218000
2020,JAWA TIMUR,KOTA BLITAR,CUPANG,Ikan Hias Air Tawar,1186166,5930830000
2020,JAWA TIMUR,KOTA BLITAR,GURAMI,Ikan Hias Air Tawar,474256,711384000
2020,JAWA TIMUR,KOTA BLITAR,MAS,Ikan Hias Air Tawar,1875572,18755720000
2020,JAWA TIMUR,KOTA KEDIRI,ANGELFISH,Ikan Hias Air Tawar,6500,6500000
2020,JAWA TIMUR,KOTA KEDIRI,CUPANG,Ikan Hias Air Tawar,28663754,6310981049.637
2020,JAWA TIMUR,KOTA KEDIRI,GUPI,Ikan Hias Air Tawar,33000,3300000
2020,JAWA TIMUR,KOTA KEDIRI,KAKAP,Ikan Hias Air Tawar,71000,24850000
2020,JAWA TIMUR,KOTA KEDIRI,KOKI,Ikan Hias Air Tawar,13000,2600000
2020,JAWA TIMUR,KOTA KEDIRI,KOMET,Ikan Hias Air Tawar,14000,4649999.699999999
2020,JAWA TIMUR,KOTA KEDIRI,MAS,Ikan Hias Air Tawar,7000,15999999.8
2020,JAWA TIMUR,KOTA KEDIRI,OSKAR,Ikan Hias Air Tawar,25000,12500000
2020,JAWA TIMUR,KOTA KEDIRI,PLATI,Ikan Hias Air Tawar,26000,5200000
2020,JAWA TIMUR,KOTA KEDIRI,TETRA,Ikan Hias Air Tawar,38000,26600000
2020,JAWA TIMUR,KOTA MALANG,ANGELFISH,Ikan Hias Air Tawar,670,2010000
2020,JAWA TIMUR,KOTA MALANG,BLACK GHOST,Ikan Hias Air Tawar,1675,8375000
2020,JAWA TIMUR,KOTA MALANG,MAS,Ikan Hias Air Tawar,2335,175125000
2020,JAWA TIMUR,KOTA PASURUAN,CUPANG,Ikan Hias Air Tawar,395,1975000
2020,JAWA TIMUR,KOTA PASURUAN,GUPI,Ikan Hias Air Tawar,7220,28880000
2020,JAWA TIMUR,KOTA PASURUAN,MAS,Ikan Hias Air Tawar,54800,274000000
2020,JAWA TIMUR,LUMAJANG,CUPANG,Ikan Hias Air Tawar,24700,14820000
2020,JAWA TIMUR,LUMAJANG,GURAMI,Ikan Hias Air Tawar,13500,13500000
2020,JAWA TIMUR,LUMAJANG,IKAN UDANG,Ikan Hias Air Tawar,21100,10550000
2020,JAWA TIMUR,LUMAJANG,KAKAP,Ikan Hias Air Tawar,15900,15900000
2020,JAWA TIMUR,LUMAJANG,KOKI,Ikan Hias Air Tawar,36200,54300000
2020,JAWA TIMUR,LUMAJANG,KOMET,Ikan Hias Air Tawar,70800,70800000
2020,JAWA TIMUR,LUMAJANG,MAS,Ikan Hias Air Tawar,117400,352200000
2020,JAWA TIMUR,LUMAJANG,MOLI,Ikan Hias Air Tawar,18500,9250000
2020,JAWA TIMUR,MADIUN,GUPI,Ikan Hias Air Tawar,5150,3090000
2020,JAWA TIMUR,MADIUN,KOKI,Ikan Hias Air Tawar,14300,42900000
2020,JAWA TIMUR,MADIUN,KOMET,Ikan Hias Air Tawar,11806,11806000
2020,JAWA TIMUR,MADIUN,MAS,Ikan Hias Air Tawar,15260,76300000
2020,JAWA TIMUR,MAGETAN,MAS,Ikan Hias Air Tawar,81270,751898000
2020,JAWA TIMUR,MALANG,CUPANG,Ikan Hias Air Tawar,5040,10080000
2020,JAWA TIMUR,MALANG,GUPI,Ikan Hias Air Tawar,39453,23671800
2020,JAWA TIMUR,MALANG,KOKI,Ikan Hias Air Tawar,3970,7940000
2020,JAWA TIMUR,MALANG,KOMET,Ikan Hias Air Tawar,29110,29110000
2020,JAWA TIMUR,MALANG,MAS,Ikan Hias Air Tawar,2850089,1425044500
2020,JAWA TIMUR,MALANG,MOLI,Ikan Hias Air Tawar,117374,90993300
2020,JAWA TIMUR,MALANG,TETRA,Ikan Hias Air Tawar,30930,30930000
2020,JAWA TIMUR,NGANJUK,ANGELFISH,Ikan Hias Air Tawar,141793,638068500
2020,JAWA TIMUR,NGANJUK,CUPANG,Ikan Hias Air Tawar,46373,139119000
2020,JAWA TIMUR,NGANJUK,LOHAN,Ikan Hias Air Tawar,10101,151515000
2020,JAWA TIMUR,NGANJUK,MAS,Ikan Hias Air Tawar,8904,71232000
2020,JAWA TIMUR,NGANJUK,MOLI,Ikan Hias Air Tawar,155619,700285500
2020,JAWA TIMUR,NGAWI,MAS,Ikan Hias Air Tawar,242112,24211200
2020,JAWA TIMUR,PAMEKASAN,CUPANG,Ikan Hias Air Tawar,6190,590300000.284
2020,JAWA TIMUR,PAMEKASAN,MAS,Ikan Hias Air Tawar,1684,5665000.0384
2020,JAWA TIMUR,PASURUAN,CUPANG,Ikan Hias Air Tawar,48500,58200000
2020,JAWA TIMUR,PASURUAN,GUPI,Ikan Hias Air Tawar,22700,89298800
2020,JAWA TIMUR,PASURUAN,KOMET,Ikan Hias Air Tawar,21700,25558000
2020,JAWA TIMUR,PASURUAN,MAS,Ikan Hias Air Tawar,789100,9829977900
2020,JAWA TIMUR,PROBOLINGGO,MAS,Ikan Hias Air Tawar,209700,1048500000
2020,JAWA TIMUR,SITUBONDO,MAS,Ikan Hias Air Tawar,35000,31850000
2020,JAWA TIMUR,SITUBONDO,TAWES,Ikan Hias Air Tawar,13000,3900000
2020,JAWA TIMUR,TRENGGALEK,IKAN UDANG,Ikan Hias Air Tawar,150000,150000000
2020,JAWA TIMUR,TRENGGALEK,MAS,Ikan Hias Air Tawar,31500,63000000
2020,JAWA TIMUR,TULUNGAGUNG,ANGELFISH,Ikan Hias Air Tawar,1220347,1830520500
2020,JAWA TIMUR,TULUNGAGUNG,ARWANA,Ikan Hias Air Tawar,13254,397620000
2020,JAWA TIMUR,TULUNGAGUNG,CUPANG,Ikan Hias Air Tawar,11850335,10642270950
2020,JAWA TIMUR,TULUNGAGUNG,GUPI,Ikan Hias Air Tawar,5437200,5437200000
2020,JAWA TIMUR,TULUNGAGUNG,IKAN UDANG,Ikan Hias Air Tawar,2161940,1297164000
2020,JAWA TIMUR,TULUNGAGUNG,KOKI,Ikan Hias Air Tawar,10269608,24513137600
2020,JAWA TIMUR,TULUNGAGUNG,KOMET,Ikan Hias Air Tawar,1395292,1395292000
2020,JAWA TIMUR,TULUNGAGUNG,LELE,Ikan Hias Air Tawar,22500,22500000
2020,JAWA TIMUR,TULUNGAGUNG,MAS,Ikan Hias Air Tawar,3702436,54512136000
2020,JAWA TIMUR,TULUNGAGUNG,MOLI,Ikan Hias Air Tawar,6118172,1682497300
2020,KALIMANTAN BARAT,BENGKAYANG,CUPANG,Ikan Hias Air Tawar,2000,20000000
2020,KALIMANTAN BARAT,BENGKAYANG,MAS,Ikan Hias Air Tawar,6000,30000000
2020,KALIMANTAN BARAT,KAPUAS HULU,ARWANA,Ikan Hias Air Tawar,19332,21049500000
2020,KALIMANTAN BARAT,KAYONG UTARA,GUPI,Ikan Hias Air Tawar,10116,35406000
2020,KALIMANTAN BARAT,KAYONG UTARA,MAS,Ikan Hias Air Tawar,56502,282510000
2020,KALIMANTAN BARAT,KAYONG UTARA,MOLI,Ikan Hias Air Tawar,5052,17682000
2020,KALIMANTAN BARAT,KAYONG UTARA,PLATI,Ikan Hias Air Tawar,6450,22575000
2020,KALIMANTAN BARAT,KOTA PONTIANAK,ANGELFISH,Ikan Hias Air Tawar,33357,100071000
2020,KALIMANTAN BARAT,KOTA PONTIANAK,CUPANG,Ikan Hias Air Tawar,10734,128808000
2020,KALIMANTAN BARAT,KOTA PONTIANAK,GUPI,Ikan Hias Air Tawar,3984,15936000
2020,KALIMANTAN BARAT,KOTA PONTIANAK,KOKI,Ikan Hias Air Tawar,1989,14917500
2020,KALIMANTAN BARAT,KOTA PONTIANAK,KOMET,Ikan Hias Air Tawar,11948,238960000
2020,KALIMANTAN BARAT,KOTA PONTIANAK,MAS,Ikan Hias Air Tawar,11948,358440000
2020,KALIMANTAN BARAT,KOTA PONTIANAK,MOLI,Ikan Hias Air Tawar,9540,28620000
2020,KALIMANTAN BARAT,KOTA SINGKAWANG,ANGELFISH,Ikan Hias Air Tawar,5024,15072000
2020,KALIMANTAN BARAT,KOTA SINGKAWANG,CUPANG,Ikan Hias Air Tawar,40933,409330000
2020,KALIMANTAN BARAT,KOTA SINGKAWANG,GUPI,Ikan Hias Air Tawar,6315,31575000
2020,KALIMANTAN BARAT,KOTA SINGKAWANG,KOKI,Ikan Hias Air Tawar,5625,28125000
2020,KALIMANTAN BARAT,KOTA SINGKAWANG,KOMET,Ikan Hias Air Tawar,8745,43725000
2020,KALIMANTAN BARAT,KOTA SINGKAWANG,MAS,Ikan Hias Air Tawar,31783,158915000
2020,KALIMANTAN BARAT,KOTA SINGKAWANG,MOLI,Ikan Hias Air Tawar,5717,17151000
2020,KALIMANTAN BARAT,SAMBAS,CUPANG,Ikan Hias Air Tawar,16850,194750000
2020,KALIMANTAN BARAT,SAMBAS,GUPI,Ikan Hias Air Tawar,3950,8725000
2020,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,CUPANG,Ikan Hias Air Tawar,495,2475000
2020,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,GUPI,Ikan Hias Air Tawar,784,1568000
2020,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,KOKI,Ikan Hias Air Tawar,653,3265000
2020,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,MAS,Ikan Hias Air Tawar,1440,7200000
2020,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,MOLI,Ikan Hias Air Tawar,1098,2196000
2020,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,PLATI,Ikan Hias Air Tawar,1706,5118000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,CUPANG,Ikan Hias Air Tawar,2767,41505000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,GUPI,Ikan Hias Air Tawar,2057,10285000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,KOKI,Ikan Hias Air Tawar,1385,34625000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,LOHAN,Ikan Hias Air Tawar,900,450000000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,MAS,Ikan Hias Air Tawar,2080,416000000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,MOLI,Ikan Hias Air Tawar,907,2721000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,OSKAR,Ikan Hias Air Tawar,293,7325000
2020,KALIMANTAN SELATAN,KOTA BANJARBARU,PLATI,Ikan Hias Air Tawar,861,2583000
2020,KALIMANTAN TENGAH,BARITO SELATAN,MAS,Ikan Hias Air Tawar,8000,12000000
2020,KALIMANTAN TENGAH,KAPUAS,CUPANG,Ikan Hias Air Tawar,3300,49500000
2020,KALIMANTAN TENGAH,KAPUAS,IKAN UDANG,Ikan Hias Air Tawar,1291,12910000
2020,KALIMANTAN TENGAH,KAPUAS,KEPE-KEPE,Ikan Hias Air Tawar,1953,19530000
2020,KALIMANTAN TENGAH,KAPUAS,KOKI,Ikan Hias Air Tawar,2715,27150000
2020,KALIMANTAN TENGAH,KAPUAS,MAS,Ikan Hias Air Tawar,1825,182500000
2020,KALIMANTAN TENGAH,KAPUAS,TETRA,Ikan Hias Air Tawar,1036,15540000
2020,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,CUPANG,Ikan Hias Air Tawar,3705,18525000
2020,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,MAS,Ikan Hias Air Tawar,2725,27250000
2020,KALIMANTAN TIMUR,KOTA BONTANG,ANGELFISH,Ikan Hias Air Tawar,93,2325000
2020,KALIMANTAN TIMUR,KOTA BONTANG,ARWANA,Ikan Hias Air Tawar,9,1620000
2020,KALIMANTAN TIMUR,KOTA BONTANG,BARBUS,Ikan Hias Air Tawar,138,966000
2020,KALIMANTAN TIMUR,KOTA BONTANG,BLACK GHOST,Ikan Hias Air Tawar,30,450000
2020,KALIMANTAN TIMUR,KOTA BONTANG,BOTIA,Ikan Hias Air Tawar,3,300000
2020,KALIMANTAN TIMUR,KOTA BONTANG,CUPANG,Ikan Hias Air Tawar,2146,32190000
2020,KALIMANTAN TIMUR,KOTA BONTANG,GUPI,Ikan Hias Air Tawar,577,4616000
2020,KALIMANTAN TIMUR,KOTA BONTANG,GURAMI,Ikan Hias Air Tawar,13,260000
2020,KALIMANTAN TIMUR,KOTA BONTANG,IKAN UDANG,Ikan Hias Air Tawar,39,312000
2020,KALIMANTAN TIMUR,KOTA BONTANG,KEPE-KEPE,Ikan Hias Air Tawar,18,2700000
2020,KALIMANTAN TIMUR,KOTA BONTANG,KOKI,Ikan Hias Air Tawar,2381,35715000
2020,KALIMANTAN TIMUR,KOTA BONTANG,KOMET,Ikan Hias Air Tawar,1599,12792000
2020,KALIMANTAN TIMUR,KOTA BONTANG,LELE,Ikan Hias Air Tawar,67,536000
2020,KALIMANTAN TIMUR,KOTA BONTANG,LOHAN,Ikan Hias Air Tawar,75,3750000
2020,KALIMANTAN TIMUR,KOTA BONTANG,MAS,Ikan Hias Air Tawar,556,8340000
2020,KALIMANTAN TIMUR,KOTA BONTANG,MOLI,Ikan Hias Air Tawar,2127,10635000
2020,KALIMANTAN TIMUR,KOTA BONTANG,OSKAR,Ikan Hias Air Tawar,47,1175000
2020,KALIMANTAN TIMUR,KOTA BONTANG,PLATI,Ikan Hias Air Tawar,2121,10605000
2020,KALIMANTAN TIMUR,KOTA BONTANG,TETRA,Ikan Hias Air Tawar,156,1710000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,ANGELFISH,Ikan Hias Air Tawar,3720,18600000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,CUPANG,Ikan Hias Air Tawar,40210,603150000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,GUPI,Ikan Hias Air Tawar,9874,49370000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,KOKI,Ikan Hias Air Tawar,7455,149100000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,LOHAN,Ikan Hias Air Tawar,7650,229500000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,MAS,Ikan Hias Air Tawar,11152,111520000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,OSKAR,Ikan Hias Air Tawar,5638,169140000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,PLATI,Ikan Hias Air Tawar,860,4300000
2020,KALIMANTAN TIMUR,KOTA SAMARINDA,RAINBOW,Ikan Hias Air Tawar,6483,129660000
2020,KALIMANTAN TIMUR,KUTAI BARAT,MAS,Ikan Hias Air Tawar,4390,43900000
2020,KALIMANTAN TIMUR,KUTAI KARTANEGARA,MAS,Ikan Hias Air Tawar,1632090,16320900000
2020,KALIMANTAN UTARA,KOTA TARAKAN,ANGELFISH,Ikan Hias Air Tawar,1575,7875000
2020,KALIMANTAN UTARA,KOTA TARAKAN,CUPANG,Ikan Hias Air Tawar,1400,14000000
2020,KALIMANTAN UTARA,KOTA TARAKAN,GUPI,Ikan Hias Air Tawar,550,2750000
2020,KALIMANTAN UTARA,KOTA TARAKAN,KEPE-KEPE,Ikan Hias Air Tawar,675,67500000
2020,KALIMANTAN UTARA,KOTA TARAKAN,LOHAN,Ikan Hias Air Tawar,1100,82500000
2020,KALIMANTAN UTARA,KOTA TARAKAN,MAS,Ikan Hias Air Tawar,58074,396844000
2020,KALIMANTAN UTARA,KOTA TARAKAN,MOLI,Ikan Hias Air Tawar,350,1750000
2020,KALIMANTAN UTARA,KOTA TARAKAN,SELUANG,Ikan Hias Air Tawar,350,7000000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA,GUPI,Ikan Hias Air Tawar,3633,34672500
2020,KEPULAUAN BANGKA BELITUNG,BANGKA,MAS,Ikan Hias Air Tawar,2210,21035000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA,PLATI,Ikan Hias Air Tawar,8950,44750000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,ANGELFISH,Ikan Hias Air Tawar,540,4320000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,CUPANG,Ikan Hias Air Tawar,260,20800000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,GUPI,Ikan Hias Air Tawar,275,5500000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,KOKI,Ikan Hias Air Tawar,485,2425000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,KOMET,Ikan Hias Air Tawar,700,2100000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,LOBSTER TAWAR,Ikan Hias Air Tawar,140,7000000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,CUPANG,Ikan Hias Air Tawar,13500,135000000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,GUPI,Ikan Hias Air Tawar,17500,87500000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,KOKI,Ikan Hias Air Tawar,2000,10000000
2020,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,MAS,Ikan Hias Air Tawar,17440,87200000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG,CUPANG,Ikan Hias Air Tawar,7291,91137500
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG,GUPI,Ikan Hias Air Tawar,3608,18040000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG,LOHAN,Ikan Hias Air Tawar,306,15300000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG,MAS,Ikan Hias Air Tawar,1638,57330000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG,MOLI,Ikan Hias Air Tawar,2809,11236000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG,PLATI,Ikan Hias Air Tawar,2148,5370000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,ANGELFISH,Ikan Hias Air Tawar,1695,5831000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,ARWANA,Ikan Hias Air Tawar,783,78300000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,KOKI,Ikan Hias Air Tawar,394,3152000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,KOMET,Ikan Hias Air Tawar,6238,29336000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,LOBSTER TAWAR,Ikan Hias Air Tawar,2870,14350000
2020,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,MAS,Ikan Hias Air Tawar,2690,17624000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,ANGELFISH,Ikan Hias Air Tawar,995,4120000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,CUPANG,Ikan Hias Air Tawar,12609,720900000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,GUPI,Ikan Hias Air Tawar,8031,240930000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,IKAN UDANG,Ikan Hias Air Tawar,5650,107250000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,KAKAP,Ikan Hias Air Tawar,700,14000000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,KOKI,Ikan Hias Air Tawar,200,1000000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,KOMET,Ikan Hias Air Tawar,5700,150000000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,LOHAN,Ikan Hias Air Tawar,5535,501750000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,MOLI,Ikan Hias Air Tawar,5650,34000000
2020,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,OSKAR,Ikan Hias Air Tawar,5550,166500000
2020,KEPULAUAN RIAU,BINTAN,ANGELFISH,Ikan Hias Air Tawar,19224,422928000
2020,KEPULAUAN RIAU,BINTAN,CUPANG,Ikan Hias Air Tawar,23346,466920000
2020,KEPULAUAN RIAU,BINTAN,KEPE-KEPE,Ikan Hias Air Tawar,26090,652250000
2020,KEPULAUAN RIAU,BINTAN,KOKI,Ikan Hias Air Tawar,16478,576730000
2020,KEPULAUAN RIAU,BINTAN,KOMET,Ikan Hias Air Tawar,27464,411960000
2020,KEPULAUAN RIAU,BINTAN,MAS,Ikan Hias Air Tawar,24718,494360000
2020,KEPULAUAN RIAU,KOTA BATAM,ANGELFISH,Ikan Hias Air Tawar,26351,834353000
2020,KEPULAUAN RIAU,KOTA BATAM,CUPANG,Ikan Hias Air Tawar,42900,1185450000
2020,KEPULAUAN RIAU,KOTA BATAM,GUPI,Ikan Hias Air Tawar,36023,641630000
2020,KEPULAUAN RIAU,KOTA BATAM,KEPE-KEPE,Ikan Hias Air Tawar,41477,1408220000
2020,KEPULAUAN RIAU,KOTA BATAM,KOKI,Ikan Hias Air Tawar,50699,1475122000
2020,KEPULAUAN RIAU,KOTA BATAM,KOMET,Ikan Hias Air Tawar,37071,729695000
2020,KEPULAUAN RIAU,KOTA BATAM,MAS,Ikan Hias Air Tawar,46800,820245000
2020,KEPULAUAN RIAU,KOTA BATAM,MOLI,Ikan Hias Air Tawar,20904,731640000
2020,KEPULAUAN RIAU,KOTA BATAM,PLATI,Ikan Hias Air Tawar,47853,1304325000
2020,KEPULAUAN RIAU,KOTA BATAM,SILVER DOLAR,Ikan Hias Air Tawar,39922,678674000
2020,LAMPUNG,KOTA BANDAR LAMPUNG,ANGELFISH,Ikan Hias Air Tawar,42000,420000000
2020,LAMPUNG,KOTA BANDAR LAMPUNG,CUPANG,Ikan Hias Air Tawar,828300,8283000000
2020,LAMPUNG,KOTA BANDAR LAMPUNG,GUPI,Ikan Hias Air Tawar,288000,1440000000
2020,LAMPUNG,KOTA BANDAR LAMPUNG,KOKI,Ikan Hias Air Tawar,28200,141000000
2020,LAMPUNG,KOTA BANDAR LAMPUNG,KOMET,Ikan Hias Air Tawar,24600,123000000
2020,LAMPUNG,KOTA BANDAR LAMPUNG,MAS,Ikan Hias Air Tawar,15300,430500000
2020,LAMPUNG,KOTA BANDAR LAMPUNG,PLATI,Ikan Hias Air Tawar,69000,207000000
2020,LAMPUNG,KOTA METRO,CUPANG,Ikan Hias Air Tawar,53000,795000000
2020,LAMPUNG,KOTA METRO,GUPI,Ikan Hias Air Tawar,32630,326300000
2020,LAMPUNG,KOTA METRO,KOKI,Ikan Hias Air Tawar,32940,494100000
2020,LAMPUNG,KOTA METRO,MOLI,Ikan Hias Air Tawar,13300,36515000
2020,LAMPUNG,KOTA METRO,PLATI,Ikan Hias Air Tawar,4880,24400000
2020,LAMPUNG,LAMPUNG SELATAN,CUPANG,Ikan Hias Air Tawar,1141608,3995628000
2020,LAMPUNG,LAMPUNG SELATAN,GUPI,Ikan Hias Air Tawar,5974,11948000
2020,LAMPUNG,LAMPUNG SELATAN,KOKI,Ikan Hias Air Tawar,4428,8856000
2020,LAMPUNG,LAMPUNG SELATAN,KOMET,Ikan Hias Air Tawar,1916,4790000
2020,LAMPUNG,LAMPUNG SELATAN,MOLI,Ikan Hias Air Tawar,2373,4746000
2020,LAMPUNG,LAMPUNG SELATAN,PLATI,Ikan Hias Air Tawar,3951,5926500
2020,LAMPUNG,LAMPUNG TENGAH,ANGELFISH,Ikan Hias Air Tawar,15080,22620000
2020,LAMPUNG,LAMPUNG TENGAH,CUPANG,Ikan Hias Air Tawar,1296939,1945408500
2020,LAMPUNG,LAMPUNG TENGAH,GUPI,Ikan Hias Air Tawar,204117,204117000
2020,LAMPUNG,LAMPUNG TENGAH,KOKI,Ikan Hias Air Tawar,55317,221268000
2020,LAMPUNG,LAMPUNG TENGAH,KOMET,Ikan Hias Air Tawar,25358,38037000
2020,LAMPUNG,LAMPUNG TENGAH,MAS,Ikan Hias Air Tawar,60540,242160000
2020,LAMPUNG,LAMPUNG TENGAH,MOLI,Ikan Hias Air Tawar,56159,56159000
2020,LAMPUNG,LAMPUNG TIMUR,ANGELFISH,Ikan Hias Air Tawar,51753,517530000
2020,LAMPUNG,LAMPUNG TIMUR,CUPANG,Ikan Hias Air Tawar,403634,2018170000
2020,LAMPUNG,LAMPUNG TIMUR,GUPI,Ikan Hias Air Tawar,377090,377090000
2020,LAMPUNG,LAMPUNG TIMUR,KOKI,Ikan Hias Air Tawar,29972,684635000
2020,LAMPUNG,LAMPUNG TIMUR,KOMET,Ikan Hias Air Tawar,82315,411575000
2020,LAMPUNG,LAMPUNG TIMUR,MAS,Ikan Hias Air Tawar,307974,7699350000
2020,LAMPUNG,LAMPUNG TIMUR,MOLI,Ikan Hias Air Tawar,52495,104990000
2020,LAMPUNG,LAMPUNG TIMUR,PLATI,Ikan Hias Air Tawar,58567,117134000
2020,LAMPUNG,LAMPUNG UTARA,KOKI,Ikan Hias Air Tawar,24030,360450000
2020,LAMPUNG,LAMPUNG UTARA,MAS,Ikan Hias Air Tawar,24030,480600000
2020,LAMPUNG,MESUJI,CUPANG,Ikan Hias Air Tawar,75030,375150000
2020,LAMPUNG,MESUJI,KOKI,Ikan Hias Air Tawar,13470,40410000
2020,LAMPUNG,MESUJI,MAS,Ikan Hias Air Tawar,32500,97500000
2020,LAMPUNG,PESAWARAN,CUPANG,Ikan Hias Air Tawar,13900,69500000
2020,LAMPUNG,PESAWARAN,GUPI,Ikan Hias Air Tawar,13400,67000000
2020,LAMPUNG,PESAWARAN,KOKI,Ikan Hias Air Tawar,550,550000
2020,LAMPUNG,PESAWARAN,KOMET,Ikan Hias Air Tawar,550,275000
2020,LAMPUNG,PESAWARAN,MOLI,Ikan Hias Air Tawar,2600,2600000
2020,LAMPUNG,TANGGAMUS,CUPANG,Ikan Hias Air Tawar,41960,209800000
2020,LAMPUNG,TANGGAMUS,KOMET,Ikan Hias Air Tawar,76260,228780000
2020,LAMPUNG,TANGGAMUS,MAS,Ikan Hias Air Tawar,39980,199900000
